"";"TCGA.OR.A5JZ";"TCGA.OR.A5L5";"TCGA.OR.A5JF";"TCGA.OR.A5LO";"TCGA.OR.A5KT";"TCGA.OR.A5L4";"TCGA.OR.A5KU";"TCGA.PK.A5H9";"TCGA.OR.A5JS";"TCGA.OR.A5LR";"TCGA.OR.A5LC";"TCGA.OR.A5JA";"TCGA.OR.A5JT";"TCGA.OR.A5J8";"TCGA.PA.A5YG";"TCGA.OR.A5LP";"TCGA.OR.A5LJ";"TCGA.OR.A5JL";"TCGA.OR.A5K4";"TCGA.OU.A5PI";"TCGA.OR.A5JJ";"TCGA.P6.A5OF";"TCGA.OR.A5K8";"TCGA.OR.A5L8"
"COLQ";6,45235998739701;7,46983105274922;6,76888460026167;6,83194864129551;8,48821136298558;6,3559121827882;7,55598514112001;5,96245390652473;6,72323685732491;6,87180899881964;7,61895781174115;7,0338573690205;6,57625855817493;6,78887590325717;6,60101085328154;6,45222790743045;8,83427432074338;6,69071321303555;6,76609587950807;6,98302827598647;6,71758587690861;6,78973839295731;7,34375021460839;7,6494698082392
"COMMD5";10,6666925660771;11,0719305121145;11,1132142101684;9,68463069988919;10,2678604450904;9,81245793193531;10,4666299375717;10,0826948142503;10,1054885624908;10,6160886755271;10,5647187209724;10,1141246117329;10,8356331834553;10,5141261730059;10,0584737091872;9,93206920540722;9,52556259025884;9,94298180721745;10,9272072345995;9,87749119873477;10,7325886693248;10,1089939974679;10,4124359433028;10,3822329731104
"COMMD7";11,5446968970369;11,4531437787476;11,4019661725374;10,0331581571496;10,6777932381263;11,6047062997733;11,3785314529793;10,6485789925825;10,827976271601;11,2888925990191;11,3412880952572;10,5520040804016;11,5277563336457;10,1310320097074;11,4128904363287;11,1595227919759;11,1871111638785;10,6331093833957;11,6515300806164;10,8172085098584;11,1959823979449;11,2948742432216;11,9137750130548;10,3888623807212
"COPA";13,392359473877;12,6678616005293;12,7062126623224;12,1339763532716;12,5012105767233;12,5119864308925;12,2432846732171;12,8658719514434;13,1563930566758;13,0167570465355;12,5734519700588;12,9098196182258;12,847853237205;12,977200427262;12,650976664742;12,7613260345565;12,7300632687284;12,1653978504261;12,7372954902127;12,4212641827157;12,1704525407245;12,2609469817251;12,3936504762011;12,8438698011595
"COPB1";12,6854338211882;11,9410985440784;12,2950808148883;11,9526383349318;11,9732425195984;11,8302282675084;11,7356544739967;12,4738536911791;12,2096243155415;12,1295015017536;11,1742719632146;11,8392526471933;12,1276677457405;12,6866074110166;12,0134181128637;12,2760895861078;12,2108234725856;11,6762135658201;12,1034293274005;11,6624963781843;11,6074547756077;11,5767502904325;11,7301071970103;12,1054769875667
"COPG2";9,95339435977915;9,82199441587509;9,87882188610354;9,88048956532133;8,68244643832852;10,852569563947;10,1522184326474;9,19911067356175;8,93458247316698;9,81720769923251;10,0755481815772;10,2176716471131;9,1712237700983;9,93206689557625;10,8416501380955;10,3839702768721;10,8006471001054;9,80731208222343;9,36649520154253;9,32051401849148;9,86487558870848;9,82555078616149;10,6164371051197;10,0710282754648
"COPS3";10,5806907591515;10,7355669245597;10,7925844365872;10,8508760076805;11,0514700885985;11,0615410046704;10,6466519663562;10,4441033401237;11,7457629715239;10,5210222078975;11,2753888547775;10,8766953366618;10,6782446997816;11,4184288090896;10,6153628450505;10,7140757847284;10,6188057012548;11,434335467441;10,7922522968557;10,8775609759658;11,294825140694;10,3884809579007;10,8046943715201;10,7529761680378
"COPS5";12,0706559088963;11,9754417485713;12,3929715293161;11,0011199733201;11,4512063197753;11,0306421034289;11,3075943425918;10,9708480530764;12,3190123374297;12,2835393259063;12,0635051746104;11,1460263972827;12,2490809991066;10,9141358536237;10,9952661914648;10,9892254439063;11,2264855940574;11,6220644197123;12,1311446589711;11,0376696869722;12,3253226383226;11,6755175325889;11,5597124321026;12,3667597887391
"COPS6";11,6617657753255;12,2713124166509;12,5605383520595;11,2154204653694;12,4182305173359;12,7512927885383;11,9904675678264;11,4058519053177;12,4862308992105;11,6298962255708;12,7090152120052;12,3270879887682;12,3834698822483;12,8083718274916;12,7357428005963;12,4315547192075;12,8207809501554;12,3202273982652;11,8683125896943;12,0009712827011;12,5966342110717;12,1253519074204;12,9225625929863;12,3875909000675
"COPS7B";9,55389328920324;10,1807287381994;10,6364476040916;10,8098835657093;10,089115708996;9,72854333422051;10,1774810297811;10,3674659448866;10,5394312326593;9,89052412006283;11,5298086346738;10,2942575925821;9,80940105518627;10,9933184771534;9,64504101825933;9,88244485825173;10,6276980592553;10,1041831498781;9,79425609659915;10,3888027721822;10,2315986653844;10,5108925368843;10,4464670788885;10,3680434481697
"COQ2";9,12778131515622;9,39194267686972;10,4864043189106;10,8241276168099;9,99067933007169;10,3504290339061;10,3884360205935;9,37506306388371;9,85971503489924;8,8980453789426;10,7025368115955;10,1243669915931;10,1156959553705;8,9396180486807;9,82251343693304;8,88889316958921;8,65237615758919;11,4907540237592;9,65211396217189;10,8871142035821;11,3130128843947;9,64279323144589;10,3839821639759;9,74897791668433
"COQ7";11,0812912617908;10,6014069176027;10,8020464806722;9,35126649140264;9,67995292649469;10,5432347073543;10,6033765275834;9,98248359592975;9,85971503489924;10,8568805964656;10,6979175851685;10,3592921319655;10,9883698973668;9,46826149912299;10,6689687097044;10,6998271577488;9,56147212184143;10,2309194820508;11,1178276430357;10,0631887997753;10,2892173220921;9,87821383417819;10,7034379067621;9,86054206475578
"COQ9";12,0637257006795;12,7226055417514;12,3017653116308;11,052721856717;11,9831184208935;13,0544570516596;11,3067771410169;12,1658142214603;11,6145815318294;12,1113249915163;12,0002029516726;11,9437973970748;13,4645088573623;11,1039984293324;12,7558343893456;12,5780170082273;11,0086423784364;12,0021184767264;12,8174045083967;11,7939843058397;12,0189900954423;11,436031070943;12,8545083226444;11,8687928617941
"CORO2A";10,1264067257031;9,74596180949327;6,86982066196976;9,43505852069361;6,23061607495101;8,59950024540349;9,60797588848559;6,10069364526912;5,73294067855427;8,72223206715329;6,06999137714811;6,25123930033666;9,7832447431558;6,64697094543221;7,36299402110959;7,44378011929457;6,8247243860268;8,50288558318281;9,28830947644467;8,47325903386123;9,86607856518259;7,67251656854569;6,41564284326126;8,78027579451138
"CORO7";12,0598127781527;10,8726661704237;10,8511308454027;10,4502072943669;11,0970542987748;10,3321109671154;9,96592524709794;11,2458546709657;11,3034759613791;11,9542743732179;11,5147873630304;11,2363827317796;12,0542742531276;12,1235457554917;11,5477600498418;10,6213612922456;10,3562675176325;11,3788433412044;12,3732978804585;10,4394681617168;11,01596297277;11,621277824533;10,6539894377883;9,86054206475578
"COX18";10,5312964746718;10,7165798681649;11,567089442606;10,8348865779003;10,1252550028809;10,614432253968;11,5220367982094;10,8463952309737;10,4716545195166;10,8064667318266;10,2948653041776;10,4802858380728;12,0958690429505;9,25426789860953;10,6957600261817;10,3170806609274;9,72870206300747;11,9756011232552;11,5897371977191;10,8427993700984;11,7201122297794;10,4846493974383;11,1619888570999;10,2308668420504
"COX4I1";13,8528307778601;14,9319477343659;14,1297562252967;14,0537947828884;14,4879209408908;14,5746638443209;13,643968382972;13,2465460495839;14,0384871713493;13,980899408015;14,4361619453471;14,2474527951464;14,9568802252084;13,8108086856694;15,1302600337439;14,5250116399932;13,5963888129951;13,5855977516151;14,2092815205403;13,5938287893691;14,3273707486005;13,5194933765873;14,9433850554333;13,5541255147022
"COX6B1";12,1496857689649;13,2261439283531;12,8671651046615;12,2343839792247;12,1105207733794;13,3773314754838;12,8003496450463;12,0473240052634;12,528615087106;12,2901054008775;13,3877640502328;13,2875005994452;12,6571357617409;12,7824453481677;13,9999866436109;13,5387771311778;13,3716417115138;12,6031251113322;12,3352654170479;12,4196196432716;12,9679638108125;12,4504822047327;13,8894737194848;12,7396521955375
"COX6C";12,5098142424632;13,4282964253514;12,8484878632413;11,1931222553809;12,4104447303314;12,0525013447284;12,5287032021417;11,8196593377417;11,8932256954419;12,6706330266868;12,9125678248225;11,8611846782225;13,2943718979476;11,8886221318164;12,3551500974562;12,0233677957039;13,0306391855282;12,3914842362984;12,8040747284891;11,3768894012528;13,174327558242;12,1181491557049;12,6925572207318;13,1815423600227
"COX7A1";9,29121461646008;9,51437640494256;10,2268450831041;7,14136555075643;10,3677677516604;10,6906898443942;7,52202789429135;10,1060280365051;10,6171579607787;9,47666074966486;10,9233910618445;7,32895834947964;10,5651607666201;7,8997805891557;13,130862902926;12,5075203177887;11,7723470131173;10,6034956329317;6,0295050261304;8,67494158096854;8,55364515673425;9,05727095211889;9,77773029760208;10,2825148459191
"COX7B";12,1203458425728;13,41290066525;12,3101751182184;12,2786399722467;12,1111213314194;13,0685827289705;12,3395120141224;11,8903367924584;11,6513565882783;12,1421385443195;12,5828759002584;12,4652823801131;13,2353451093584;11,722347450047;13,4291041795583;13,1637540312745;12,3630496999615;13,317594304932;13,2990582153026;12,1591369877929;12,3873416501353;11,5529893275564;12,9427475060481;11,4742156182853
"COX7C";12,4241400482577;14,3097175022401;13,3428348593917;13,6172588598282;13,3982411120795;14,28864534528;13,5622782216963;12,8023560434011;11,8918900664534;13,6608098625448;13,7561872269544;13,6524797929635;14,2731920669455;12,2810679429691;14,5063952082207;13,9787388267916;14,067278049177;14,4933941743658;14,0100195422802;13,9031680731537;13,3187384001328;12,8285344869283;14,5761511139498;13,9330134586601
"COX8A";12,3836705023673;12,8245684788218;12,3249201112385;13,2737040632277;13,3694152726614;12,8341436158246;12,8633927743573;12,4827901638263;12,8397261698463;12,7126225099876;13,2193331149408;13,1588054803639;13,1935058030872;12,8869274178831;12,795531838191;12,3922281799082;12,3413499129074;13,4289495813235;13,4385465376624;12,2501598017459;12,6733200270006;11,8725707440051;13,1526194024664;12,4066975487082
"CPA3";6,70124414435386;9,60327114978732;5,93116871115071;6,89767574256225;5,61352500964389;5,78731815362805;6,39177190140346;8,64528154737673;6,98007375733565;7,84660215901718;5,72568118736071;9,40381792831839;6,26664209579138;7,40128650692575;12,4753431531282;9,44960856372236;7,34510049915209;6,41193142098963;6,08194367896656;5,78301140917132;7,75003476022064;7,27861600953394;7,20258160555011;5,45853773655824
"CPAMD8";6,98805086533114;8,21644295261768;9,95067670923932;8,92670364353487;8,19204858386652;7,84836677018515;6,8389076384852;7,93377389415727;7,85657804110462;8,69601553646735;7,75135813838264;9,0300726469761;7,7365399131661;7,18048249457057;7,13033511174924;8,24229636731347;9,67352618314839;7,43107968071699;7,03114049911156;8,20289059542896;8,40538010395952;10,0578694472359;8,7102319738499;7,13357314889688
"CPB1";13,6430700891737;12,3263513169022;13,9107515218048;7,48661244320345;8,63630156127686;12,7394723798576;13,8038086752782;5,0602453260081;16,4812024197511;13,9495825167538;13,9751294957674;13,2062975904839;14,7390023286877;7,042349241886;15,8719706556951;14,3210788282226;15,5939246120546;11,6829346294076;13,7380598733453;15,8411937172706;14,7989566042428;15,3980606241147;14,4022943258413;11,5894658895773
"CPEB2";9,50863384280632;9,90962884736472;9,70211627505687;8,37395975045014;8,66285176393534;9,0894239846134;10,6798560242353;10,0944086418168;8,92414204521927;9,70628987970839;7,69613588474188;9,35628928489456;10,356396154081;8,83815665099618;9,62255903578465;9,37462838666716;8,39534309357613;9,3489361123963;10,5490733898975;9,55054878261355;9,4249438744319;10,4200718708256;11,1337904305962;8,42328627583691
"CPEB3";8,78338345411116;8,5539900773654;8,82927985733077;9,73865816350765;8,19204858386652;8,54733125842826;8,14200245025144;9,86954426774038;8,77172509271812;8,7732692843082;8,1701090033305;8,06776176999474;8,95885649505387;8,00208116444593;9,12390218842077;8,84506600087563;8,65555203866125;8,49267685825472;8,46229292283896;9,50159092693201;8,3683401194672;10,0542127351749;10,1144256666995;10,0078190722241
"CPEB4";13,4177188781175;11,9771043994765;13,6634790512534;13,5381152430158;11,0363711630777;14,177544429926;12,7015416857552;12,4903087960218;14,3136056727844;13,0384979716637;11,8753792152201;12,5744787220905;14,8393114356737;9,40524511263292;12,9720303557471;13,4110404383332;12,9923536227444;13,5407741000094;13,1200765506023;13,7982333670781;11,6700547043776;13,9794536650565;14,0624838066179;13,2900761530779
"CPLX1";6,82695594457998;8,83869106865244;7,94544643287589;10,1754320248528;9,13491466512642;10,2531767502859;8,94929859033934;6,62991242396015;7,87418240568961;8,73773488594464;9,41355073605773;9,00067211662272;10,9039482888377;6,88846035190372;10,1576691102038;9,8360247272108;9,14077481068148;10,0205360255098;10,9435116874052;7,21968233274472;9,85884559398309;8,0405541008544;10,8023074333975;8,52651138176391
"CPM";13,8859892172793;12,264520815241;11,299599778996;7,9496006941692;11,9452248017876;11,4806465842532;10,5926869848556;14,0534102867526;10,4035372970474;10,5343608144963;11,2574520604697;11,2258552554628;13,3241372068043;11,2044781308239;13,4626860007276;12,1973929666107;13,5119324683416;9,3526925719191;10,7147557952896;9,37817329474189;10,9814303590509;10,6999797545859;12,2167780463858;10,2019808449862
"CPN2";5,15235736296146;5,9966904627456;8,47995843237793;4,95899454461631;6,65775373862699;4,92061727977843;4,92842074179284;4,91901779799887;9,6016656761944;5,08715274513296;7,88883872498302;5,12538659292944;4,85441482646754;5,48637146419367;9,56869447372048;6,71634541138969;13,593091424473;7,07851839950442;4,87807240069978;4,87631135727894;8,84053716100033;9,92901971887554;5,87508204056967;5,42200096384857
"CPNE3";12,7189028489054;12,1358694727398;12,5059088443264;11,5699383050399;10,566567944679;11,5925772723109;11,917404685518;12,3093237430462;11,6491447039686;12,3654090044851;11,3647890610445;11,175320103006;12,2670061280944;10,6107707149981;11,925622116651;11,5482821396272;12,0675986507607;11,1846616256382;12,4546285638987;11,5178101931167;11,8987304313354;12,3901497692977;10,5382648786365;12,6022271926456
"CPNE4";9,90959251867677;9,18391770916796;5,80939618119882;9,03818784480633;5,36719608283188;8,39024344446838;9,10812622342421;9,79638886007767;5,12630666023616;8,85607028691524;4,9154814139056;6,21382791796838;10,9985045485273;5,08644319081552;11,4211572592371;10,7388429927877;5,05419828731764;9,26570493341074;8,57065992224668;7,65911464196892;6,76175786416808;5,93871608390466;5,78410771399766;5,25419223890834
"CPO";5,83393501519702;5,94679662041584;6,39529692159551;4,8470180937207;5,91546493954679;5,69496105136672;5,42984709299234;5,0602453260081;5,60510550980351;7,85617532737289;5,25102439491342;6,50001990779902;6,47097321501741;5,29447378352854;5,4120280856348;5,79495911429907;5,24951696015539;8,6570354487056;7,62638102982338;4,87631135727894;5,15395066108481;5,33378510376738;5,87508204056967;5,59012180451089
"CPPED1";11,910409426845;10,7363526526063;11,8871905282422;10,7996224157232;10,0939869577214;12,258046822208;11,7804902531782;11,1420560079901;9,81415714415772;11,3679918049431;9,15132478230043;11,7925799734585;11,2084272234901;9,04269347485407;10,8926096611658;10,8138440490341;10,1893696378372;11,1772755880161;11,5272402017499;11,5039078611162;11,3457010755551;11,8857407779663;12,1582593555297;10,8504446559882
"CPSF3L";11,036859500048;11,336227711936;11,2540976277293;11,4994236725754;11,9276037936081;10,9657949913216;11,6480391462493;11,2852906123522;10,8897757532148;11,312307127459;12,0590102481089;11,5019604216677;11,7248840121708;11,2580106820877;11,3270439316271;11,2834391471577;11,4240799470846;11,1977576348189;11,5990785594318;11,233233891148;11,7356522219683;11,3110453144729;11,5737738857639;11,1734106001628
"CPSF7";11,1863290524925;11,3941285662675;10,6005344191914;11,2019790720258;11,2844398591655;11,2218222911696;10,8876072811718;12,3519672048991;11,4975702845812;10,8568805964656;10,8832680381275;10,9603646466027;11,1189411840529;11,7021951464374;10,702916290606;11,0146630571925;11,3370658410409;10,9534312683912;11,4369052270057;10,858262559188;11,4540070073708;10,6212516930981;10,6802261690572;11,6462347207357
"CPT1A";10,7862557452514;11,3578309444676;11,442385928841;10,4237230657398;11,8075011716534;10,4627364878045;10,3492777269429;12,442837475258;11,9997341741099;11,4908872713027;11,2582365767225;9,89498456416499;11,1719535673759;11,4526862552283;10,9574714513179;11,4025825510179;12,1967711909658;10,5892529331678;11,2404032113655;11,6675861577541;10,7193435795271;10,5405912367087;10,9126448643063;12,4556560941514
"CRB1";6,28039637720458;5,58145524179573;5,1707347070572;5,46366645213234;6,76466745148198;4,92061727977843;5,76734794893014;5,21459633600639;5,38680029778967;5,749314834896;4,9154814139056;5,39438125458784;6,14973394647108;4,83188324848974;5,74311282883258;5,68926953500531;4,85264537923991;5,8400598364263;6,0295050261304;5,00022012600046;5,02471700847001;5,21205064961949;5,08077982984778;5,7308978607157
"CRB2";5,15235736296146;5,06613711421048;6,58477738571782;6,36335032249817;5,36719608283188;5,06249153186232;5,7191474719138;4,99576822381398;4,82292633375946;5,08715274513296;6,03678974943563;6,25123930033666;5,05723512960454;5,45170944896933;4,95368949402882;5,02718865263817;5,52048334987445;5,81386478143747;6,55981998670841;5,90911812001803;5,68341290733903;5,25524173037984;5,78410771399766;4,94057447877532
"CRB3";5,38611129227106;5,32036822125555;5,21769554940342;6,29666976907357;5,61352500964389;5,59248263913661;4,92842074179284;10,0872114059081;6,03983356153514;5,6422980970489;5,72568118736071;6,43844691599217;5,5995727949516;4,83188324848974;5,4120280856348;5,09639113103538;5,39740540708495;6,20851708012233;5,68279580608789;5,46572823329506;6,4005924608846;5,25524173037984;5,08077982984778;5,1505621000209
"CRBN";10,5537335151487;10,6472492232281;10,6901936792384;10,6515373197586;9,90733674748802;10,4286606493522;9,62906775507164;10,3792981316782;10,6952036435343;10,9349417532068;9,80391574328965;9,68646643642142;10,5736600322583;9,90614320377737;10,4960185049717;10,3539500455213;11,1049832242608;10,3577158556201;10,3583813047772;10,6039669498053;9,80967495346666;9,90384068941154;10,3451486361599;11,3916512079362
"CREB3L1";10,3762722777963;11,0379204526244;11,2246018079833;8,08299533939579;8,38820637092913;9,27050289381398;8,45254800357582;5,40760364722362;11,7219076461228;10,4909315388106;9,00915317483676;8,0437960590173;10,7339029250206;12,5919182567915;10,5854722291617;11,0753101765996;9,71358623837312;10,7082532871654;8,17553358457528;8,32103915001214;6,93453086958382;10,0348612855088;11,6273401531989;6,28605605768367
"CREB3L3";9,0769655029479;7,43080390626834;6,71037375429568;5,50188830985996;8,4119134250054;9,02615291863208;10,2809986415744;9,053250989698;5,34993780805048;8,5396166092123;4,9154814139056;7,3764097031091;6,17005053783691;5,01853955231447;5,4120280856348;7,49589104660844;5,48154317416;5,33648037854483;7,57063555544101;5,00022012600046;4,94274307503632;4,99407867127843;6,03623832403055;4,83393855520339
"CREBZF";11,0154671829886;11,1027219139916;11,4255617744402;11,9001466864188;10,6482998431648;11,1848796801623;11,1741612991143;11,2450467684082;12,3810634859964;10,9983395337659;11,4768722841212;10,7596834775337;10,9484113773016;10,6782293833981;10,3658975324119;10,5907997617544;11,8333587676861;10,947860983646;10,8916358138667;10,803820492859;11,1752772638821;11,811906071456;10,826000880373;11,4624817182345
"CREG1";11,4856400809536;12,7042528336331;11,8200266944181;11,2520020625263;13,7855914705521;11,3765236526204;11,4871159345217;11,9741370669357;11,6358016987421;11,8532517210492;11,4379336661065;11,6955894281887;12,2349538383806;13,5972175913425;13,3171164163222;12,9773706618828;10,9899570312457;12,5936452906386;11,1813994083869;11,5941552608688;10,7792883470375;11,1585323736823;11,3188298937253;10,861805577479
"CREM";9,58571791456296;10,3214476111745;10,3220134175589;10,8594634975379;10,2017090800047;10,32286390848;10,5532592662021;9,94116168682591;10,6976522520241;9,89052412006283;12,0950226730252;10,2197959412516;9,41611034963836;11,262901236299;9,80531925083037;9,56350214495717;10,9557009890123;10,5497529341547;9,8513628410879;10,628856678236;10,4429917944706;10,5307594786326;11,1337904305962;10,6120755458304
"CRHBP";5,56210336756265;7,30666378681071;6,85203289193975;5,46366645213234;5,86197621853679;5,74224455255674;5,18391173836671;7,20099758852552;5,06873001457977;5,9336590868618;5,25102439491342;4,96544703879182;5,19557755237092;6,27381122954883;5,71500688997113;6,01911773329858;5,39740540708495;7,74120093874961;5,82290215064715;8,62616764279174;5,38832180250394;5,68569502295914;5,08077982984778;7,43836923716943
"CRIP3";9,03142317036107;6,95287443020848;5,5071645784133;4,95899454461631;5,45798857553838;6,3559121827882;5,07344811650679;7,65242321216669;4,82292633375946;7,55994650781245;5,16181383924824;5,12538659292944;7,06421119468458;5,08644319081552;7,72494777435243;8,49066009284918;6,12001996179149;5,11662577874692;8,07121500164729;5,00022012600046;4,94274307503632;4,81765608690121;5,28658362030693;5,64905372135456
"CRKL";11,8467350008215;11,1106211594259;11,5236834577436;11,6604093226417;11,0539712802305;11,6589778056557;12,0845297559298;11,5693546278034;12,2574943439213;11,2976090248606;10,9263557669957;11,312981052333;11,4168939401372;11,4903251319398;11,1556276370015;11,4410221173916;11,1432534921472;11,2793616983265;11,6491653274776;11,5447163732785;11,9930881505091;11,8678936400789;11,5779657316597;11,93170279154
"CRLS1";11,5827662651847;11,7360365795824;12,2167292686548;10,4192613425914;10,8256484129193;11,2937735482676;12,7058870598188;11,3179261477747;10,4536573873463;11,5814675153517;12,1211306569124;10,4261257854209;11,8150838593648;10,0060912807741;11,7131570768062;11,5414504301008;11,8972519057086;10,6253750616571;11,7940541781363;11,638189462949;11,0061805898646;11,5481248368618;12,2910004323269;10,9894040527036
"CRMP1";6,75660429143704;6,43669006612861;11,9246114063964;11,5070106915414;13,2642721171885;6,3559121827882;7,72436552914705;5,80368646241242;10,6389812900826;6,09056471044098;6,78711371484308;9,96632070026766;6,422993907518;10,3339992489556;7,04926281178463;7,02868166009243;11,8558899075443;7,1776883917722;5,60407002177052;12,4354388718666;11,3641135311474;11,541939505555;10,3052400867725;8,74444110495299
"CRNKL1";10,9341968057734;10,5726574266738;10,596701527276;9,59088047535651;10,0419987301606;11,0372519573331;10,5435785020701;10,5577925521069;9,01744621523639;10,9427427318602;10,1569175207981;9,71084690636246;10,8363396662864;10,2260996223224;10,5628371892419;10,6562165845351;10,3523709121369;9,88583928753261;11,0216476081106;10,4231416585612;9,60006174248604;9,87821383417819;10,2432261271462;10,2492004156233
"CROCCL1";9,0242867405892;9,27986416225226;8,75075785169548;8,88839525504936;8,96955825907582;7,88267835044969;8,80359705937794;9,29291009271284;8,99966171322057;9,11913161579198;9,72206410803185;10,171225365732;9,0833406623254;9,27027575925252;8,24750425085091;8,14886740784063;9,9291178184977;9,12558403989689;8,8864047889245;8,63378026775012;9,0606948814622;8,73449909086027;9,33090820031007;9,36753432765672
"CROCCL2";7,93693977251809;7,46211277188965;7,43257479528881;7,58059429713174;6,54116787430125;5,8717731312793;6,67820925758256;7,37438739893067;8,48072794771421;7,88451165191382;8,12230979428351;6,85236891432669;7,52521421004918;6,44758975645507;6,49214354825806;6,70492764220943;8,65872089502598;6,18988733601477;7,15732317526073;6,99528663954748;6,99963381599793;7,66281534194964;7,17251805604961;7,9186989621222
"CROCC";8,95466156795441;9,46588670362497;9,57792438323143;9,1969806909726;9,64385371374063;8,4876594529542;10,3508646498898;9,52384645687662;9,22890680708034;9,44559277386283;9,78224829298114;9,25417197246017;8,87588132412906;10,3246718440943;9,24078389649096;9,04764775102755;9,74960121794858;8,11576453914514;9,8061998525811;9,08587917242545;9,06908744408569;9,2049309840222;9,28371760432621;9,34211361690737
"CRTC2";10,6107244802809;10,7402748842261;10,5851413422917;10,3867227627547;11,3641981859823;10,2596529941031;10,2959045589484;10,9322194041135;11,3520760427193;10,5120607573738;11,6583934991633;10,7596834775337;10,3385518422388;11,0515196072845;10,4559144704443;10,4067090486738;11,0092610734536;10,2501616619375;10,479420291559;10,7775221099208;10,6978951048837;10,7017332901404;10,9389589396373;10,642211078767
"CRYL1";9,95901072430324;10,1922308612999;9,49104729447242;9,89984081903584;10,7960704196708;10,3120001727139;9,15254219032807;9,86218278312817;8,89663618397801;9,97558670578849;10,1852533213585;9,62364609971879;10,335556199028;10,0458595992455;10,4337165327613;9,98452790310366;8,73574707185853;10,9037861327544;9,59816677005458;9,04085658411858;9,26622480655016;10,2799684818149;9,62392406649755;9,73342791205853
"CRYM";5,61334035479365;8,23893214165401;6,74967067424365;5,17932958991753;5,68197978406118;4,92061727977843;7,89243808603482;7,80676597026598;5,22570367942154;5,20057185983595;4,9154814139056;5,43744292628293;5,84504577649451;5,6408679593943;4,95368949402882;8,34758137106;4,85264537923991;5,04478542527014;5,51762035033066;7,30004331827493;5,46364978407724;5,05830114413611;5,57150666414631;7,26517436088581
"CRYZ";11,6339621285171;10,991947175525;11,0426615522151;11,5074310248195;7,93189969482093;10,4429569114771;11,1741612991143;12,4100590521384;9,66564245119165;11,9409839773247;9,55064022068797;9,08479554387583;11,7195334717739;9,03229507252978;11,6247504434069;10,8779229336134;8,24711378541686;10,5382655891638;11,6628272447458;12,9394530586771;9,78317250617096;11,0748670401397;11,2292753524111;11,476550987739
"CSDA";13,0368061262575;12,3493847968143;12,1566136361429;11,8198458072035;12,8977105655861;12,2479071727259;12,4127318704581;11,3524674613561;12,5882135658197;12,7597459511782;12,0280675925672;12,2298212864837;12,4433487762629;13,2628927662243;10,9735370462992;11,9652832342167;11,892565242206;12,0418740396954;12,2535650834132;12,3790135520561;12,1646018132021;12,3002429676639;12,1470178347585;11,5753716324523
"CSDC2";14,0842409222531;13,5481215759948;10,7309776663256;13,6233795505852;12,335847744092;13,8202971154571;12,9015077273483;10,4553254037539;12,3245669569506;14,2154849332987;6,45630699315482;12,7832599890529;14,3281488656405;5,1460374736081;13,3201439410703;13,2888985819319;5,81009856342332;12,4977980894602;14,4001679589884;12,3710937502162;5,88366637791741;8,63244312366601;11,9368054770389;5,78179867049537
"CSE1L";11,9457060922302;11,7597996944086;11,7339667785525;11,0601907385322;11,5197566002205;12,658501552793;11,452067964523;11,4123431806264;12,0304056880052;12,1014036548777;12,1361449270097;11,6372038094568;12,0958690429505;11,6123902524952;11,8470666081167;12,0631293588415;12,2102855237176;11,571046006678;12,2432545586208;11,9175925586058;11,1825337900049;11,8312560560774;11,6097048229019;11,6555399878484
"CSF1R";9,76531333536024;11,5167147624826;8,82709500591618;6,9188820237239;11,745414829111;10,0155602434676;8,05052990490854;10,3807703507101;6,90280949086967;10,4430134568078;9,04603633921097;8,70485113248547;9,09521585985508;13,8276339941685;12,6064588672677;11,838495921127;9,26011478547083;9,70088229654458;8,70833059545821;9,9400469020031;7,57621607164376;10,2003268301375;8,7102319738499;7,96420607186158
"CSF1";7,92154182366404;10,4322910255513;8,0127640418431;7,60632470882405;9,69926858094361;8,86951939670071;8,07395606832074;9,30693217173162;8,47213532079847;9,35485562581326;9,00915317483676;7,85813076926452;8,71879052461762;12,055997716329;11,63638245849;11,0141148093576;8,04806327675544;9,30113362772586;9,62153488664638;9,09691782437299;7,98287854911843;8,83831941219876;7,47182068090612;8,65900498414123
"CSF2RA";7,0031426924678;7,34929368623752;5,80939618119882;5,83942754673181;8,08773949663289;7,12581448653882;5,61464258860004;6,17918536174737;5,26978749865983;6,61435183763657;6,38334883488239;6,40647706305855;6,422993907518;9,48359375792937;9,08053005608615;7,76809510607701;6,42874300892389;6,13213274599707;5,68279580608789;7,04323397994938;5,4987540493204;7,33518260742622;6,24115230472602;5,34311686573215
"CSGALNACT1";13,308920057859;10,5752948313126;9,39564711930634;8,85169415961064;10,0570448458773;10,2994833990279;10,4205265295593;11,2418106254693;7,8654076424151;12,6863152487427;7,83883982520936;7,97445499957277;12,1570853232087;8,61915457802996;9,9374486872017;11,0726799142481;8,41424342515804;9,14521924670674;11,9412561980741;8,15061527766836;7,8712476858033;8,48214434694054;10,1067061588229;7,49577645311627
"CSMD2";9,76744909082429;7,59489763573376;5,74252198288641;6,6386834740001;8,43523348961333;5,94983144601192;7,48722334825845;5,64040201861882;5,88747355362799;7,76758475401549;5,39922773992112;6,69461203009206;8,1666412140542;7,12529256656815;6,95308311571713;6,88667668363871;9,64033629051938;7,56874106671877;7,80913824780075;6,75529142324805;5,59593938770177;7,18572030159972;7,67630156242185;5,70440192295708
